bayes,locus,p.value,adj.p.value
0.26516700749829586,glpK,0.46407596941397256,1
0.26506024096385544,galK,0.4660976963377438,1
0.26492537313432835,lysX,0.4660976963377438,1
0.26490066225165565,fadD10,0.4660976963377438,1
0.2647058823529412,Rv0890c,0.4710539266371212,1
0.2647058823529412,Rv1754c,0.4710539266371212,1
0.2647058823529412,hycQ,0.4710539266371212,1
0.2647058823529412,Rv2135c,0.4710539266371212,1
0.2647058823529412,Rv3273,0.4710539266371212,1
0.2647058823529412,hflX,0.4710539266371212,1
0.2647058823529412,Rv3737,0.4710539266371212,1
0.2647058823529412,hycD,0.4710539266371212,1
0.26455026455026454,Rv2541-Rv2542,0.4710539266371212,1
0.2644628099173554,Rv2455c,0.4710539266371212,1
0.2644628099173554,mbtA,0.4710539266371212,1
0.2643997224149896,uvrC,0.4710539266371212,1
0.26436781609195403,Rv0048c,0.4719605662819093,1
0.2643312101910828,Rv3779,0.4719605662819093,1
0.26429980276134124,Rv0071,0.4719605662819093,1
0.2642857142857143,eccB2,0.4719605662819093,1
0.2642857142857143,yrbE1B,0.4719605662819093,1
0.2641509433962264,gltS,0.47224433133395705,1
0.2641509433962264,Rv2263,0.47224433133395705,1
0.2641509433962264,fcoT,0.47224433133395705,1
0.26403326403326405,cobS,0.47224433133395705,1
0.26373626373626374,Rv2647-Rv2648,0.4780539401335677,1
0.263653483992467,fhaA,0.4780539401335677,1
0.2636363636363636,choD,0.4780540760038344,1
0.2636363636363636,Rv3349c-PPE56,0.4780540760038344,1
0.2633969118982743,Rv1112,0.4780540760038344,1
0.2631578947368421,fadE5,0.4837789017570109,1
0.2631578947368421,fadD13,0.4837789017570109,1
0.2631578947368421,Rv3369,0.4837789017570109,1
0.2631578947368421,fxsA,0.4837789017570109,1
0.2631578947368421,panB,0.4837789017570109,1
0.2631578947368421,Rv2633c,0.4837789017570109,1
0.2631578947368421,atpB,0.4837789017570109,1
0.2631578947368421,Rv3753c-tyrA,0.4837789017570109,1
0.2631578947368421,Rv0572c-pncB2,0.4837789017570109,1
0.2631578947368421,mutT3,0.4837789017570109,1
0.2631578947368421,coaE,0.4837789017570109,1
0.2631578947368421,mpt63,0.4837789017570109,1
0.2631578947368421,nuoA,0.4837789017570109,1
0.2631578947368421,mutT1,0.4837789017570109,1
0.2631578947368421,menC,0.4837789017570109,1
0.2631578947368421,guaB3,0.4837789017570109,1
0.2631578947368421,Rv2283,0.4837789017570109,1
0.2631578947368421,Rv1571-Rv1572c,0.4837789017570109,1
0.2631578947368421,Rv3070,0.4837789017570109,1
0.26308724832214764,Rv3788,0.4837789017570109,1
0.26308345120226306,Rv0987,0.4837789017570109,1
0.2630548302872063,Rv2813-Rv2814c,0.4837789017570109,1
0.26297085998578534,Rv2828c,0.4837789017570109,1
0.2627986348122867,Rv2565,0.4837789017570109,1
0.26277372262773724,Rv1190,0.4837789017570109,1
0.26275704493526275,glcB,0.4837789017570109,1
0.2625482625482625,grcC2,0.48380281492395383,1
0.26253481894150416,Rv3483c,0.48380281492395383,1
0.2625,dnaB,0.4869692488448536,1
0.2625,nadE,0.4869692488448536,1
0.2624912033779029,fadD19,0.4869692488448536,1
0.2624633431085044,Rv3446c,0.4869692488448536,1
0.26229508196721313,cysN,0.4891429919520418,1
0.2621832358674464,mutY,0.4891429919520418,1
0.2621502209131075,Rv2488c,0.4891429919520418,1
0.26207906295754024,Rv0530,0.4891478832816437,1
0.2620689655172414,fbiB,0.4891478832816437,1
0.2619047619047619,Rv2133c,0.4908385170104592,1
0.2619047619047619,Rv1191,0.4908385170104592,1
0.2619047619047619,esxH,0.4908385170104592,1
0.2619047619047619,leuB,0.4908385170104592,1
0.2619047619047619,Rv3137,0.4908385170104592,1
0.2619047619047619,Rv2473,0.4908385170104592,1
0.26182316655243315,glyA2-Rv0071,0.4908385170104592,1
0.2616822429906542,fbpD,0.49083937752214846,1
0.2616822429906542,moeB2,0.49083937752214846,1
0.2616279069767442,secA2-pgsA2,0.49083937752214846,1
0.26153846153846155,ptrBb,0.4947225497450485,1
0.2614814814814815,yrbE2B,0.4947225497450485,1
0.26146788990825687,Rv0955,0.4947225497450485,1
0.2614647501711157,Rv3618,0.4947225497450485,1
0.26136363636363635,iniC,0.4954476893585411,1
0.26125511596180084,accD1,0.4954477799387189,1
0.26115485564304464,Rv0759c-Rv0760c,0.4954477799387189,1
0.26115485564304464,fadD34,0.4954477799387189,1
0.2611111111111111,vapC33,0.4954477799387189,1
0.2611036339165545,Rv3428c-PPE59,0.4954477799387189,1
0.2608695652173913,Rv0257,0.5009366216836446,1
0.2608695652173913,Rv2061c-cobN,0.5009366216836446,1
0.2608695652173913,Rv2652c-Rv2653c,0.5009366216836446,1
0.2608695652173913,htdZ,0.5009366216836446,1
0.2608695652173913,Rv1138c,0.5009366216836446,1
0.2608695652173913,Rv1869c,0.5009366216836446,1
0.2608695652173913,Rv2004c,0.5009366216836446,1
0.26083866382373844,Rv3201c,0.5009366216836446,1
0.26081170991350633,fadD5,0.5009366216836446,1
0.2606516290726817,fas,0.5009366216836446,1
0.26064178127046495,Rv2823c,0.5009366216836446,1
0.2605633802816901,Rv1635c,0.5009366216836446,1
0.2605042016806723,Rv2661c,0.5009366216836446,1
0.260443864229765,fadD23,0.5009366216836446,1
0.2604306864064603,Rv0398c,0.5009366216836446,1
0.2604166666666667,Rv1378c,0.5010055305539168,1
0.2604166666666667,ureC,0.5010055305539168,1
0.2603550295857988,pks12,0.5010055305539168,1
0.26033898305084746,Rv3829c,0.5010055305539168,1
0.2602739726027397,Rv3848,0.5064133483297876,1
0.2601902173913043,ggtA,0.5064133483297876,1
0.26014319809069214,rseA-htrA,0.5064133483297876,1
0.26,esxV,0.5065222709936092,1
0.26,Rv3463,0.5065222709936092,1
0.26,Rv3092c,0.5065222709936092,1
0.26,Rv1760,0.5065222709936092,1
0.2599869024230517,Rv3433c,0.5065222709936092,1
0.2598752598752599,Rv0435c,0.5065222709936092,1
0.2598684210526316,ctpF,0.5065222709936092,1
0.2598371777476255,Rv0457c,0.5065222709936092,1
0.2597911227154047,pks9,0.5065222709936092,1
0.2597864768683274,Rv1004c,0.5065222709936092,1
0.2597402597402597,Rv3686c,0.5109044947061774,1
0.2596952908587258,Rv1319c,0.5109044947061774,1
0.2596952908587258,echA16,0.5109044947061774,1
0.2595419847328244,Rv0216,0.5109074838520453,1
0.2595108695652174,Rv3909,0.5109074838520453,1
0.25949367088607594,pknB,0.5109074838520453,1
0.2594033722438392,accD6,0.5109074838520453,1
0.25925925925925924,Rv2478c-Rv2479c,0.5140804621907922,1
0.25925925925925924,narH,0.5140804621907922,1
0.25925925925925924,Rv0387c-PPE9,0.5140804621907922,1
0.25925925925925924,qcrB,0.5140804621907922,1
0.25925925925925924,fadB2,0.5140804621907922,1
0.25925925925925924,Rv2631,0.5140804621907922,1
0.25925925925925924,uspB,0.5140804621907922,1
0.25925925925925924,vapB44,0.5140804621907922,1
0.25925925925925924,TB18.5,0.5140804621907922,1
0.25925925925925924,Rv0028,0.5140804621907922,1
0.2592352559948153,Rv0585c-mce2R,0.5140804621907922,1
0.25909380982769625,PPE67-Rv3740c,0.5140804621907922,1
0.25909380982769625,Rv0610c,0.5140804621907922,1
0.25906735751295334,Rv0874c,0.5140804621907922,1
0.25906735751295334,fadD30,0.5140804621907922,1
0.25906735751295334,senX3-regX3,0.5140804621907922,1
0.2590439276485788,lldD2,0.5140804621907922,1
0.2589974293059126,Rv0194,0.5140804621907922,1
0.25892857142857145,pks6,0.5140805754160144,1
0.25892857142857145,cobG-cobH,0.5140805754160144,1
0.2588996763754045,Rv1179c-pks3,0.5140805754160144,1
0.2588996763754045,Rv2120c-hisG,0.5140805754160144,1
0.25882352941176473,lpdA-Rv3304,0.5154759404101996,1
0.2587635436583811,MTS2975-Rv3844,0.5154759404101996,1
0.2587635436583811,Rv0090,0.5154759404101996,1
0.2587635436583811,Rv1506c-Rv1507c,0.5154759404101996,1
0.2587635436583811,lppB,0.5154759404101996,1
0.25862068965517243,esxP,0.5166436774175374,1
0.2585987261146497,Rv0221,0.5166436774175374,1
0.2585987261146497,Rv0697,0.5166436774175374,1
0.2585987261146497,Rv1012,0.5166436774175374,1
0.2585987261146497,Rv1458c,0.5166436774175374,1
0.2585987261146497,Rv1730c,0.5166436774175374,1
0.2585987261146497,Rv2227,0.5166436774175374,1
0.2585987261146497,cut5b,0.5166436774175374,1
0.2585987261146497,dppA,0.5166436774175374,1
0.2585987261146497,echA12,0.5166436774175374,1
0.2585987261146497,ephF,0.5166436774175374,1
0.2585987261146497,espK,0.5166436774175374,1
0.2585987261146497,esxO,0.5166436774175374,1
0.2585987261146497,hddA-ldtA,0.5166436774175374,1
0.2585987261146497,mas,0.5166436774175374,1
0.2585987261146497,moeA1,0.5166436774175374,1
0.2585987261146497,moeY,0.5166436774175374,1
0.2585987261146497,mutT2-narG,0.5166436774175374,1
0.2585987261146497,ncrMT3949,0.5166436774175374,1
0.2585987261146497,pks7,0.5166436774175374,1
0.2585987261146497,polA,0.5166436774175374,1
0.2585987261146497,ppsA,0.5166436774175374,1
0.2585987261146497,pstP,0.5166436774175374,1
0.2585209003215434,Rv0192A,0.5166436774175374,1
0.2585034013605442,Rv2585c,0.5166436774175374,1
0.25845229151014276,Rv3645,0.5166436774175374,1
0.25842696629213485,Rv2819c,0.5172085354063876,1
0.25841968911917096,Rv1870c,0.5172085354063876,1
0.2583222370173103,PE_PGRS18-mprA,0.5172085354063876,1
0.2583222370173103,hddA,0.5172085354063876,1
0.2582908163265306,esxO-esxP,0.5172085354063876,1
0.2581888246628131,fadD15,0.5172085354063876,1
0.25816784112748237,Rv2082,0.5172085354063876,1
0.25814696485623,Rv1226c,0.5172085354063876,1
0.25812619502868067,Rv0370c,0.5172085354063876,1
0.25812619502868067,Rv2079,0.5172085354063876,1
0.25806451612903225,rplY,0.5199796321412167,1
0.25806451612903225,Rv0609A,0.5199796321412167,1
0.25806451612903225,sigA,0.5199796321412167,1
0.25806451612903225,rplO-sppA,0.5199796321412167,1
0.2579575596816976,Rv0104,0.5199796321412167,1
0.2578616352201258,murE,0.5199796321412167,1
0.25781748564135293,galE3,0.5199796321412167,1
0.2578125,fadE5-Rv0245,0.5199796321412167,1
0.2578073089700997,Rv0893c,0.5199796321412167,1
0.25775193798449614,Rv1435c,0.5199796321412167,1
0.25768476128188356,Rv0959,0.5200282057615696,1
0.2576419213973799,oplA,0.5200282057615696,1
0.2576158940397351,Rv0063,0.5200282057615696,1
0.2576158940397351,Rv1461,0.5200282057615696,1
0.25757575757575757,mmpS1,0.5243282279627712,1
0.257516339869281,Rv3899c,0.5243282279627712,1
0.2574193548387097,Rv2355-PPE40,0.5243385088129531,1
0.2573913043478261,dxs2-Rv3380c,0.5243385088129531,1
0.25731382978723405,opcA,0.5243385088129531,1
0.2573007103393844,aglA,0.5243385088129531,1
0.25718015665796345,pks8,0.5243385088129531,1
0.2571428571428571,Rv1804c,0.5297662315828986,1
0.2571428571428571,Rv1914c,0.5297662315828986,1
0.2571428571428571,glnA1,0.5297662315828986,1
0.2571428571428571,agpS,0.5297662315828986,1
0.2571428571428571,Rv2568c,0.5297662315828986,1
0.2571428571428571,lpqY,0.5297662315828986,1
0.2570093457943925,Rv1042c-Rv1043c,0.5297662315828986,1
0.25675675675675674,Rv1455,0.5350230748473973,1
0.25675675675675674,frdD-Rv1556,0.5350230748473973,1
0.25675675675675674,tesA,0.5350230748473973,1
0.2566585956416465,Rv1490-Rv1491c,0.5350230748473973,1
0.256608639587363,PPE55-Rv3348,0.5350230748473973,1
0.2564575645756458,lpqM,0.5350230748473973,1
0.2564102564102564,Rv0031-bioF2,0.539009870793717,1
0.2564102564102564,Rv2305,0.539009870793717,1
0.2564102564102564,Rv3430c-Rv3431c,0.539009870793717,1
0.2564102564102564,Rv3671c,0.539009870793717,1
0.2564102564102564,Rv1692,0.539009870793717,1
0.2564102564102564,Rv3720,0.539009870793717,1
0.2564102564102564,ilvA,0.539009870793717,1
0.2563176895306859,recC,0.539009870793717,1
0.2562814070351759,AS1726-Rv1727,0.539009870793717,1
0.25625,Rv1546,0.539009870793717,1
0.2558139534883721,Rv2390c-sirA,0.5425447395878764,1
0.2558139534883721,eccCb1,0.5425447395878764,1
0.2558139534883721,Rv1716,0.5425447395878764,1
0.2558139534883721,Rv2799,0.5425447395878764,1
0.2558139534883721,Rv1257c,0.5425447395878764,1
0.2558139534883721,purN,0.5425447395878764,1
0.25547445255474455,Rv1774,0.5429787771549183,1
0.25547445255474455,cobQ1,0.5429787771549183,1
0.2553191489361702,Rv3785,0.5431383341381382,1
0.25510204081632654,mymT-Rv0187,0.5431734566020857,1
0.2550335570469799,rplM-esxT,0.5431734566020857,1
0.2549019607843137,Rv1771,0.5433194039135891,1
0.2549019607843137,acs,0.5433194039135891,1
0.2549019607843137,Rv1453,0.5433194039135891,1
0.2548611111111111,plcA-PPE38,0.5433194039135891,1
0.2545454545454545,clpC1-mpr17,0.5438496149844252,1
0.2545454545454545,Rv2279-Rv2280,0.5438496149844252,1
0.2542372881355932,Rv0466-icl1,0.5453050572815458,1
0.2542372881355932,lprP,0.5453050572815458,1
0.25396825396825395,uvrD2,0.5483125003453369,1
0.25396825396825395,Rv1645c,0.5483125003453369,1
0.25384615384615383,ncrMT3949-Rv3843c,0.5483125003453369,1
0.2537313432835821,lpqH,0.5529514509268753,1
0.2537313432835821,Rv1887,0.5529514509268753,1
0.2537037037037037,aftC,0.5529514509268753,1
0.2536656891495601,embC,0.5529514509268753,1
0.2535211267605634,Rv0042c,0.5584398850610008,1
0.2535211267605634,Rv3324A,0.5584398850610008,1
0.2535211267605634,lpqT-prsA,0.5584398850610008,1
0.25333333333333335,Rv0161,0.5634327550423042,1
0.25333333333333335,oxcA,0.5634327550423042,1
0.2532467532467532,Rv1939,0.5634327550423042,1
0.25316455696202533,Rv2025c,0.567002089594122,1
0.25301204819277107,esxR-esxS,0.5690251752205604,1
0.25296442687747034,Rv1179c,0.5690251752205604,1
0.2529002320185615,Rv1877,0.5690251752205604,1
0.25287356321839083,Rv0686,0.5699182731287653,1
0.25274725274725274,rpsM-rpmJ,0.5702479849760094,1
0.2527075812274368,Rv3856c,0.5702479849760094,1
0.25263157894736843,lpqK,0.5703411919789803,1
0.25263157894736843,fabG4,0.5703411919789803,1
0.2524271844660194,Rv2237A,0.5703680716467467,1
0.25225225225225223,Rv0314c,0.570368932158436,1
0.25203252032520324,galE1,0.570368932158436,1
0.25177304964539005,Rv1003,0.570368932158436,1
0.25161290322580643,pdc,0.570368932158436,1
0.25133689839572193,Rv0387c,0.570368932158436,1
0.25098039215686274,Rv2426c-proA,0.570368932158436,1
0.250229990800368,pks1,0.570368932158436,1
0.25,gnd1,0.5973309146614254,1
0.25,scoA,0.5973309146614254,1
0.25,Rv3351c,0.5973309146614254,1
0.25,Rv0396,0.5973309146614254,1
0.25,Rv1393c,0.5973309146614254,1
0.25,echA20,0.5973309146614254,1
0.25,Rv2024c,0.5973309146614254,1
0.25,PE6-Rv0336,0.5973309146614254,1
0.25,Rv1087A-PE9,0.5973309146614254,1
0.25,Rv1190-Rv1191,0.5973309146614254,1
0.25,Rv1944c,0.5973309146614254,1
0.25,Rv2818c,0.5973309146614254,1
0.25,Rv3225c,0.5973309146614254,1
0.25,Rv3660c,0.5973309146614254,1
0.25,cyp144,0.5973309146614254,1
0.25,lppQ-Rv2342,0.5973309146614254,1
0.25,mshD-phoT,0.5973309146614254,1
0.25,hsaE-kstD,0.5973309146614254,1
0.25,lprF-Rv1369c,0.5973309146614254,1
0.25,rpmF,0.5973309146614254,1
0.25,ffh,0.5973309146614254,1
0.25,leuD,0.5973309146614254,1
0.25,mhuD,0.5973309146614254,1
0.25,orn-hisT,0.5973309146614254,1
0.25,Rv1433,0.5973309146614254,1
0.25,fadD17,0.5973309146614254,1
0.25,Rv0740-Rv0741,0.5973309146614254,1
0.25,Rv1719-proT,0.5973309146614254,1
0.25,Rv1718,0.5973309146614254,1
0.25,pgi,0.5973309146614254,1
0.25,Rv0023,0.5973309146614254,1
0.25,Rv3748,0.5973309146614254,1
0.25,Rv3843c-MTS2975,0.5973309146614254,1
0.25,arsA-arsB1,0.5973309146614254,1
0.25,ercc3,0.5973309146614254,1
0.25,Rv0057,0.5973309146614254,1
0.25,Rv0183,0.5973309146614254,1
0.25,Rv1749c,0.5973309146614254,1
0.25,TB8.4-fadH,0.5973309146614254,1
0.25,Rv0580c,0.5973309146614254,1
0.25,Rv0448c,0.5973309146614254,1
0.25,metS,0.5973309146614254,1
0.25,Rv1132,0.5973309146614254,1
0.25,Rv2993c-Rv2994,0.5973309146614254,1
0.25,Rv3673c,0.5973309146614254,1
0.25,Rv3684-proY,0.5973309146614254,1
0.25,Rv1828,0.5973309146614254,1
0.25,Rv3103c,0.5973309146614254,1
0.25,Rv3471c,0.5973309146614254,1
0.25,fabH,0.5973309146614254,1
0.25,udgA,0.5973309146614254,1
0.25,Rv1734c-Rv1735c,0.5973309146614254,1
0.25,PE32-lpqG,0.5973309146614254,1
0.25,def-Rv0430,0.5973309146614254,1
0.25,Rv2077A-Rv2078,0.5973309146614254,1
0.25,Rv2663,0.5973309146614254,1
0.25,dctA,0.5973309146614254,1
0.25,lppU,0.5973309146614254,1
0.25,relG,0.5973309146614254,1
0.25,Rv0177,0.5973309146614254,1
0.25,Rv1506c,0.5973309146614254,1
0.25,Rv1565c,0.5973309146614254,1
0.25,Rv2618,0.5973309146614254,1
0.25,Rv3403c,0.5973309146614254,1
0.25,purM,0.5973309146614254,1
0.25,Rv0377-Rv0378,0.5973309146614254,1
0.25,Rv2466c-pepN,0.5973309146614254,1
0.25,dedA-Rv2638,0.5973309146614254,1
0.25,Rv0846c-lpqS,0.5973309146614254,1
0.25,Rv0268c,0.5973309146614254,1
0.25,Rv1186c-rocA,0.5973309146614254,1
0.25,orn,0.5973309146614254,1
0.25,F6,0.5973309146614254,1
0.25,lprD,0.5973309146614254,1
0.25,Rv3180c,0.5973309146614254,1
0.25,moaB2,0.5973309146614254,1
0.25,Rv0340,0.5973309146614254,1
0.25,PE_PGRS4-PPE3,0.5973309146614254,1
0.25,Rv0688,0.5973309146614254,1
0.25,Rv1706A-Rv1707,0.5973309146614254,1
0.25,Rv2242,0.5973309146614254,1
0.25,Rv3050c,0.5973309146614254,1
0.25,TB15.3,0.5973309146614254,1
0.25,Rv2134c-Rv2135c,0.5973309146614254,1
0.25,Rv3005c,0.5973309146614254,1
0.25,glnA4-mapB,0.5973309146614254,1
0.25,pgsA2,0.5973309146614254,1
0.25,mctB-pyrG,0.5973309146614254,1
0.25,mmaA3-mmaA2,0.5973309146614254,1
0.25,Rv0485,0.5973309146614254,1
0.25,Rv0394c-Rv0395,0.5973309146614254,1
0.25,fadE28,0.5973309146614254,1
0.25,Rv2603c,0.5973309146614254,1
0.25,Rv3066,0.5973309146614254,1
0.25,Rv2840c-nusA,0.5973309146614254,1
0.25,argB,0.5973309146614254,1
0.25,proU-glyV,0.5973309146614254,1
0.25,Rv2125,0.5973309146614254,1
0.25,dapB,0.5973309146614254,1
0.25,Rv0081,0.5973309146614254,1
0.25,Rv0945,0.5973309146614254,1
0.25,Rv1159A,0.5973309146614254,1
0.25,Rv3542c,0.5973309146614254,1
0.25,Rv1097c,0.5973309146614254,1
0.25,Rv2326c-Rv2327,0.5973309146614254,1
0.25,mmuM-Rv2459,0.5973309146614254,1
0.25,Rv3749c,0.5973309146614254,1
0.25,nuoJ,0.5973309146614254,1
0.25,Rv2024c-Rv2025c,0.5973309146614254,1
0.25,Rv3796-fadE35,0.5973309146614254,1
0.25,Rv0038,0.5973309146614254,1
0.25,Rv0135c,0.5973309146614254,1
0.25,aceE-Rv2242,0.5973309146614254,1
0.25,Rv1498c,0.5973309146614254,1
0.25,Rv0472c-Rv0473,0.5973309146614254,1
0.25,cyp132-Rv1395,0.5973309146614254,1
0.25,rrf-ogt,0.5973309146614254,1
0.25,Rv2199c,0.5973309146614254,1
0.25,bioF1,0.5973309146614254,1
0.25,Rv0038-Rv0039c,0.5973309146614254,1
0.25,Rv0308,0.5973309146614254,1
0.25,Rv1544,0.5973309146614254,1
0.25,ctaE,0.5973309146614254,1
0.25,Rv1626-Rv1627c,0.5973309146614254,1
0.25,Rv2887,0.5973309146614254,1
0.25,Rv1134,0.5973309146614254,1
0.25,glyS,0.5973309146614254,1
0.25,cysD,0.5973309146614254,1
0.25,mazE1-Rv0457c,0.5973309146614254,1
0.25,php-fadE4,0.5973309146614254,1
0.25,Rv3165c,0.5973309146614254,1
0.25,Rv3612c,0.5973309146614254,1
0.25,Rv0494,0.5973309146614254,1
0.25,Rv0227c,0.5973309146614254,1
0.25,dprE2,0.5973309146614254,1
0.25,Rv2197c,0.5973309146614254,1
0.25,rsbW-usfY,0.5973309146614254,1
0.25,rplE,0.5973309146614254,1
0.25,Rv1118c,0.5973309146614254,1
0.25,Rv3311,0.5973309146614254,1
0.25,PE_PGRS62-Rv3813c,0.5973309146614254,1
0.25,Rv2779c-ald,0.5973309146614254,1
0.25,Rv3659c-Rv3660c,0.5973309146614254,1
0.25,lppG,0.5973309146614254,1
0.25,Rv0257-Rv0258c,0.5973309146614254,1
0.25,hpx,0.5973309146614254,1
0.25,Rv0883c-serC,0.5973309146614254,1
0.25,desA2,0.5973309146614254,1
0.25,Rv3208,0.5973309146614254,1
0.25,Rv3371-otsB2,0.5973309146614254,1
0.25,gpgS,0.5973309146614254,1
0.25,dppC,0.5973309146614254,1
0.25,ppa,0.5973309146614254,1
0.25,Rv2803-Rv2804c,0.5973309146614254,1
0.25,Rv1931c-tpx,0.5973309146614254,1
0.25,Rv2705c,0.5973309146614254,1
0.25,Rv2884,0.5973309146614254,1
0.25,metB-greA,0.5973309146614254,1
0.25,Rv2475c,0.5973309146614254,1
0.25,dedA,0.5973309146614254,1
0.25,Rv3197-whiB7,0.5973309146614254,1
0.25,esxG,0.5973309146614254,1
0.25,Rv1772-Rv1773c,0.5973309146614254,1
0.25,Rv0738-Rv0739,0.5973309146614254,1
0.25,Rv2304c,0.5973309146614254,1
0.25,atpC,0.5973309146614254,1
0.25,fadE23-fadB4,0.5973309146614254,1
0.25,Rv3207c,0.5973309146614254,1
0.25,rfbD-Rv3784,0.5973309146614254,1
0.25,trpC,0.5973309146614254,1
0.25,Rv0332,0.5973309146614254,1
0.25,Rv2695-Rv2696c,0.5973309146614254,1
0.25,PE_PGRS11-PPE12,0.5973309146614254,1
0.25,sodC,0.5973309146614254,1
0.25,fadA2-F6,0.5973309146614254,1
0.25,rplA,0.5973309146614254,1
0.25,Rv0188,0.5973309146614254,1
0.25,rsfA,0.5973309146614254,1
0.25,Rv2777c-Rv2778c,0.5973309146614254,1
0.25,Rv0841-Rv0842,0.5973309146614254,1
0.25,Rv3162c,0.5973309146614254,1
0.25,Rv0420c,0.5973309146614254,1
0.25,Rv2558,0.5973309146614254,1
0.25,Rv1885c,0.5973309146614254,1
0.25,xseB,0.5973309146614254,1
0.25,hadC-trpT,0.5973309146614254,1
0.25,pstP-fhaB,0.5973309146614254,1
0.25,Rv0822c-Rv0823c,0.5973309146614254,1
0.25,Rv2704,0.5973309146614254,1
0.25,Rv2292c,0.5973309146614254,1
0.25,esxA,0.5973309146614254,1
0.25,gcvH-garA,0.5973309146614254,1
0.25,nrp-Rv0102,0.5973309146614254,1
0.25,Rv1990c-Rv1990A,0.5973309146614254,1
0.25,Rv1877-glnA3,0.5973309146614254,1
0.25,rimI,0.5973309146614254,1
0.25,mycP1-eccA2,0.5973309146614254,1
0.25,Rv1116A-Rv1117,0.5973309146614254,1
0.25,Rv2143-Rv2144c,0.5973309146614254,1
0.25,Rv2310-Rv2311,0.5973309146614254,1
0.25,PPE45-Rv2893,0.5973309146614254,1
0.25,Rv3015c-lpqA,0.5973309146614254,1
0.25,Rv3488,0.5973309146614254,1
0.25,Rv0488,0.5973309146614254,1
0.25,vapB34,0.5973309146614254,1
0.25,prsA-glmU,0.5973309146614254,1
0.25,cyp143-Rv1786,0.5973309146614254,1
0.25,Rv2961-Rv2962c,0.5973309146614254,1
0.25,Rv1019-mfd,0.5973309146614254,1
0.25,Rv2991-gluU,0.5973309146614254,1
0.25,Rv3054c-Rv3055,0.5973309146614254,1
0.25,msrB,0.5973309146614254,1
0.25,Rv0313,0.5973309146614254,1
0.25,PPE10-Rv0443,0.5973309146614254,1
0.25,fixA,0.5973309146614254,1
0.25,Rv1043c-Rv1044,0.5973309146614254,1
0.25,Rv0360c-Rv0361,0.5973309146614254,1
0.25,typA-lpqW,0.5973309146614254,1
0.25,Rv3058c-cyp136,0.5973309146614254,1
0.25,vapB7-atsD,0.5973309146614254,1
0.24878048780487805,ppsC,0.5973309146614254,1
0.2485207100591716,fadD21,0.5973309146614254,1
0.2484472049689441,tlyA,0.5973309146614254,1
0.24836601307189543,eccC4,0.5973309146614254,1
0.24832214765100671,Rv0082,0.5973309146614254,1
0.24822695035460993,thiO,0.5973309146614254,1
0.24793388429752067,Rv0083,0.5973309146614254,1
0.24789915966386555,Rv3695,0.5973309146614254,1
0.24786324786324787,Rv1371,0.5973309146614254,1
0.24786324786324787,ogt,0.5973309146614254,1
0.24761904761904763,pckA,0.5973330206505596,1
0.24757281553398056,Rv1289-Rv1290c,0.5973330206505596,1
0.24742268041237112,Rv2039c,0.597390606998605,1
0.24742268041237112,dnaZX,0.597390606998605,1
0.24731182795698925,purU-kdtB,0.5975648153255864,1
0.24731182795698925,Rv0147,0.5975648153255864,1
0.24719101123595505,Rv2141c-leuU,0.5981126668860519,1
0.24719101123595505,Rv3072c,0.5981126668860519,1
0.24705882352941175,35kd_ag,0.5994656856471089,1
0.24691358024691357,fpg,0.602157298275906,1
0.24675324675324675,trmU,0.6063998699993288,1
0.24675324675324675,glpD1,0.6063998699993288,1
0.2465753424657534,Rv2609c,0.6116894579981074,1
0.24615384615384617,Rv3662c,0.6205401603975673,1
0.2459016393442623,rpmC,0.6226630653799572,1
0.24561403508771928,pntAb,0.6235516569243156,1
0.24561403508771928,Rv0375c,0.6235516569243156,1
0.24545454545454545,Rv3113,0.6235518154396269,1
0.24545454545454545,Rv0358,0.6235518154396269,1
0.24528301886792453,Rv2277c,0.623826613054071,1
0.24511545293072823,Rv3183-Rv3184,0.623826613054071,1
0.24509803921568624,lpqP,0.623833202762007,1
0.24499229583975343,Rv3167c,0.623833202762007,1
0.24489795918367344,PE_PGRS31-Rv1769,0.6239239867452214,1
0.24489795918367344,glnA3,0.6239239867452214,1
0.24489795918367344,rplX,0.6239239867452214,1
0.24489795918367344,typA,0.6239239867452214,1
0.24444444444444444,Rv3787c,0.6244743066155323,1
0.24444444444444444,mshC,0.6244743066155323,1
0.24444444444444444,Rv2387,0.6244743066155323,1
0.24444444444444444,trpG,0.6244743066155323,1
0.2441860465116279,Rv3060c,0.6255552451674795,1
0.24390243902439024,Rv2662,0.627823214304639,1
0.24390243902439024,Rv3740c,0.627823214304639,1
0.24390243902439024,rodA,0.627823214304639,1
0.24390243902439024,fadA5,0.627823214304639,1
0.24390243902439024,eccA5-lppT,0.627823214304639,1
0.24390243902439024,metZ,0.627823214304639,1
0.24324324324324328,Rv3903c,0.6366243240567455,1
0.24324324324324328,cobI,0.6366243240567455,1
0.24324324324324328,PE_PGRS22-coaA,0.6366243240567455,1
0.24324324324324328,kshB,0.6366243240567455,1
0.24324324324324328,cyp135B1,0.6366243240567455,1
0.24324324324324328,Rv2576c,0.6366243240567455,1
0.24324324324324328,Rv3705A,0.6366243240567455,1
0.24324324324324328,Rv1320c,0.6366243240567455,1
0.24324324324324328,lipE,0.6366243240567455,1
0.24324324324324328,Rv3030,0.6366243240567455,1
